x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date,filename,filepath
943,167131854,COLLECTIVE SCHOOLS?,"Speaking at a convention of the American Federation of Teachers, a union, the president of that organization, Carl J. Megel, let a large woolly cat out of the bag. He said among other things:",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/collective-schools/docview/167131854/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-09-06&amp;atitle=COLLECTIVE+SCHOOLS%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-09-06,167131854_1_page0.txt,./moley_lat_txt/167131854_1_page0.txt
944,167163563,Wisconsin Factions--an Election Autopsy,"Someone with an eye to the baseball news remarked after hearing of the surprise election of a Democrat to the U.S. Senate in Wisconsin that the Dairy State is """"the land of the free and the home of the...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/wisconsin-factions-election-autopsy/docview/167163563/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-08-31&amp;atitle=Wisconsin+Factions--an+Election+Autopsy&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-31,167163563_1_page0.txt,./moley_lat_txt/167163563_1_page0.txt
945,167108526,FARMER-STATESMAN,Washington observers who are puzzled by the declining importance of the farm bloc in Congress might learn a lot about the cause by a visit to the lush San Joaquin Valley of California.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/farmer-statesman/docview/167108526/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-30&amp;atitle=FARMER-STATESMAN&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-30,167108526_1_page0.txt,./moley_lat_txt/167108526_1_page0.txt
946,167218001,CALIFORNIA OMENS,"The expected contest for the Governorship of California has loosed the perverted genius of an army of punsters. Perhaps the most accurate if not the most provocative comment is """"Knight must fall.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/california-omens/docview/167218001/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-26&amp;atitle=CALIFORNIA+OMENS&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-26,167218001_1_page0.txt,./moley_lat_txt/167218001_1_page0.txt
947,167106000,About the Selection of Our Ambassadors,"I introduce this essay on knowing and being by offering a bit of knowledge of my own. This consists of the fact that a philosopher named Descartes, or Kant, or Berkeley, or somebody said something...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/about-selection-our-ambassadors/docview/167106000/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-08-24&amp;atitle=About+the+Selection+of+Our+Ambassadors&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-24,167106000_1_page0.txt,./moley_lat_txt/167106000_1_page0.txt
948,167194907,A GUIDE TO USEFUL LIVING,"If any youngster expects to learn an easy way to riches by reading the first volume of Bernard M. Baruch's autobiography he will be sadly disappointed. If, on the other hand, he wants to get a few pointers...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/guide-useful-living/docview/167194907/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-22&amp;atitle=A+GUIDE+TO+USEFUL+LIVING&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-22,167194907_1_page0.txt,./moley_lat_txt/167194907_1_page0.txt
949,167127600,FALSE PROMISES,"Government is a manyheaded thing in which the acts of one head have no binding force in law or morals on another. Collectively, we deny every principle of right to which, as individuals, we have given...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/false-promises/docview/167127600/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-20&amp;atitle=FALSE+PROMISES&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-20,167127600_1_page0.txt,./moley_lat_txt/167127600_1_page0.txt
950,167117256,Laws on Lobbying Are Hard to Write,In every session of Congress proposals are made to limit or prohibit certain kinds of lobbying. But so far no one has found a way of effectively eliminating all bad lobbying without impairing the rights of...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/laws-on-lobbying-are-hard-write/docview/167117256/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-08-16&amp;atitle=Laws+on+Lobbying+Are+Hard+to+Write&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-16,167117256_1_page0.txt,./moley_lat_txt/167117256_1_page0.txt
951,167172458,CONSENT IN LAW,"Since both Vice-President Nixon and Senate Majority Leader Lyndon B. Johnson are concerned with the fine art of politics (and who in public office is not?), it seems to me that the man from Texas has...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/consent-law/docview/167172458/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-13&amp;atitle=CONSENT+IN+LAW&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-13,167172458_1_page0.txt,./moley_lat_txt/167172458_1_page0.txt
952,167139509,CALIFORNIA HALF GONE,"In a previous article I noted that while the public has been watching the rivalries of California's distinguished sons, Knowland, Nixon and Knight, the AFL-CIO Committee on Political Education has...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/california-half-gone/docview/167139509/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-09&amp;atitle=CALIFORNIA+HALF+GONE&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-09,167139509_1_page0.txt,./moley_lat_txt/167139509_1_page0.txt
953,167174646,A UNION COLLAR FOR CALIFORNIA,"Superficially, the State of California looks like a Republican stronghold. Its Republican leadership has been resplendent and successful Republicans have occupied the Governorship for 15 years.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/union-collar-california/docview/167174646/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-06&amp;atitle=A+UNION+COLLAR+FOR+CALIFORNIA&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-06,167174646_1_page0.txt,./moley_lat_txt/167174646_1_page0.txt
954,167113437,Grants-in-Aid Are Commands to Spend,"Despite plenty of evidence to the effect that no more commissions are needed to demonstrate that the Federal government ought to stop taking over the revenues and responsibilities of the States, the...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/grants-aid-are-commands-spend/docview/167113437/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-08-03&amp;atitle=Grants-in-Aid+Are+Commands+to+Spend&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-03,167113437_1_page0.txt,./moley_lat_txt/167113437_1_page0.txt
955,167104863,SLANTED STUDY VS. REAL RESEARCH,There were criticisms of the Fund for the Republic some time ago for employing Earl Browder in some sort of study of Communism. Perhaps those criticisms were not justified. Browder at least knows...,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/slanted-study-vs-real-research/docview/167104863/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-02&amp;atitle=SLANTED+STUDY+VS.+REAL+RESEARCH&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-02,167104863_1_page0.txt,./moley_lat_txt/167104863_1_page0.txt
956,167188669,TO PAUL FROM PETER,"A reader of these essays of mine resident in an Eastern State, has asked in a wholly friendly letter why I have written so often about the problems of the Northwest, especially about the Hells Canyon...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/paul-peter/docview/167188669/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-08-01&amp;atitle=TO+PAUL+FROM+PETER&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-08-01,167188669_1_page0.txt,./moley_lat_txt/167188669_1_page0.txt
957,167128115,Knowland or Knight---It Can't Be Both,"After two weeks in California, I have reached this point on my trip southward without any definitive information about the major question that is agitating political minds in this State and elsewhere: """"Is Sen.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/knowland-knight-cant-be-both/docview/167128115/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-07-27&amp;atitle=Knowland+or+Knight---It+Can%27t+Be+Both&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-07-27,167128115_1_page0.txt,./moley_lat_txt/167128115_1_page0.txt
958,167220115,THE MAN WHO GIVES AND TAKES AWAY,Enough hypocrisy was revealed in the battle to put the Hells Canyon bill through the Senate to fill a book.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/man-who-gives-takes-away/docview/167220115/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-07-25&amp;atitle=THE+MAN+WHO+GIVES+AND+TAKES+AWAY&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-07-25,167220115_1_page0.txt,./moley_lat_txt/167220115_1_page0.txt
959,167120318,Enforced Unionism and Political Freedom,"When the Supreme Court returns in the autumn and resumes its work of shearing away the remaining powers and authority of the States, it may find a problem which will require considerable ingenuity to...",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/enforced-unionism-political-freedom/docview/167120318/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-07-23&amp;atitle=Enforced+Unionism+and+Political+Freedom&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-07-23,167120318_1_page0.txt,./moley_lat_txt/167120318_1_page0.txt
960,167196836,Battle of the Budget May Still Be Lost,"At the moment it seems that the battle of the budget has been won. Not by the President, not by Democrats in Congress, but by the forgotten and despised taxpayer.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/battle-budget-may-still-be-lost/docview/167196836/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-07-20&amp;atitle=Battle+of+the+Budget+May+Still+Be+Lost&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-07-20,167196836_1_page0.txt,./moley_lat_txt/167196836_1_page0.txt
961,167100197,ALL THINGS TO ALL MEN,"The Hon. John Kennedy, junior Senator from Massachusetts, is at the moment widely discussed as a possible Democratic candidate for President in 1960.",NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B5,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/all-things-men/docview/167100197/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B5&amp;date=1957-07-18&amp;atitle=ALL+THINGS+TO+ALL+MEN&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-07-18,167100197_1_page0.txt,./moley_lat_txt/167100197_1_page0.txt
962,167157025,Reversing the Trend of Federal Power,Once more the President has returned to the homely truth that centralized government is the enemy of human liberty. He never has phrased it so well as in his speech to the State Governors at Williamsburg.,NA,NA,"Moley, Raymond",NA,NA,NA,0458-3035,NA,NA,NA,B4,NA,NA,LAT,1957,NA,https://www.proquest.com/historical-newspapers/reversing-trend-federal-power/docview/167157025/se-2?accountid=14696,NA,NA,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=04583035&amp;volume=&amp;issue=&amp;title=Los+Angeles+Times+%281923-1995%29&amp;spage=B4&amp;date=1957-07-16&amp;atitle=Reversing+the+Trend+of+Federal+Power&amp;au=Moley%2C+Raymond&amp;id=doi:,NA,1957-07-16,167157025_1_page0.txt,./moley_lat_txt/167157025_1_page0.txt
963,166981449,Oppenheimer Lecture Bid Stirs Opposition,The early months of 1957 will see once more in controversial headlines the names of Alger Hiss and J. Robert Oppenheimer.,NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 27, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B4,NA,1956-12-27,166981449_1_page0.txt,./moley_lat_txt/166981449_1_page0.txt
964,167013872,A TEXT FROM LENIN,"There is grim irony in the fact that Hungarian workers, who, according to Communist ideology, are the source of Soviet power in a Communist state, are learning the hard truth of these words:",NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 26, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-12-26,167013872_1_page0.txt,./moley_lat_txt/167013872_1_page0.txt
965,167097904,The Vice-President Is Proving His Value,"Perhaps because everyone is willing to let last summer's uprising by Harold Stassen against the candidacy of Richard Nixon rest with other unpleasant memories, no one apparently has applied the...",NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 22, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B4,NA,1956-12-22,167097904_1_page0.txt,./moley_lat_txt/167097904_1_page0.txt
966,167045451,THE DISENFRANCHIZED,"If by deliberate intent some State should enact legislation to disfranchise a million voters a hue and cry about tyranny and opression would arise. But the voting laws and regulations over the country,...",NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 20, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-12-20,167045451_1_page0.txt,./moley_lat_txt/167045451_1_page0.txt
967,167049731,POLITICAL PICTURE OF 'POVERTY',In the campaign which ended last month voters were pounded with the argument about poverty amid plenty. Certain candidates in that campaign could not deny the broad picture of national pros-...,NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 18, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-12-18,167049731_1_page0.txt,./moley_lat_txt/167049731_1_page0.txt
968,166991089,SAM'S TOO SMART FOR TRAPS,"While Sam Rayburn lacks the philosophic depth and quaintness that distinguished his long-time colleague from Dallas, Hatton Sumners, the Speaker understands the traditions of the house over which he...",NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 14, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-12-14,166991089_1_page0.txt,./moley_lat_txt/166991089_1_page0.txt
969,167107864,WHO DID NOT VOTE?,"There is no question about the deplorable failure of Americans to neglect their moral obligation to cast their vote at elections. In many cases, however, the record is based upon statistics which deserve a...",NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 12, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-12-12,167107864_1_page0.txt,./moley_lat_txt/167107864_1_page0.txt
970,167005914,CAMPAIGN FUNDS,"In July, 1955. the Department of Justice obtained an indictment by a Federal grand jury in Michigan, charging the United Automobile Workers with four violations of the Federal Corrupt Practices Act...",NA,NA,"Moley, Raymond",NA,NA,NA,"Dec 7, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-12-07,167005914_1_page0.txt,./moley_lat_txt/167005914_1_page0.txt
971,167046802,BUSINESS RIVAL,A notable recommendation of the Hoover Commission was the elimination of no less than a thousand business activities in the Department of Defense alone. This recommendation backed up and gave...,NA,NA,"Moley, Raymond",NA,NA,NA,"Nov 30, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-11-30,167046802_1_page0.txt,./moley_lat_txt/167046802_1_page0.txt
972,167015571,ADDING UP THE BILLS,"If I were a cartoonist. I would portray a poor little figure of a man fumbling with a great pile of papers, all marked """"please remit."""" He would be the taxpayer, and the bills he must meet are the promises sown by...",NA,NA,"Moley, Raymond",NA,NA,NA,"Nov 29, 1956",NA,NA,NA,English,NA,NA,LAT,1956,NA,1956,NA,NA,B5,NA,1956-11-29,167015571_1_page0.txt,./moley_lat_txt/167015571_1_page0.txt
